Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,Exit_Interview_Feedback,Internal_Transfer_Request,Avg_Overtime_Hours,Distance_From_Home_Km,Remote_Work_Frequency,Age
"Horton, Jayne",10112,0,0,0,1,3,3,0,97999,8,9,10,2493,1984-02-21,0,3,2,No,5,3/30/2015,11/4/2015,3,Active,2,Simon Roup,4.0,Indeed,Fully Meets,4.48,5,6,1/3/2019,0,4,N/A - Still Employed,Wants to move from Production to Admin for better hours.,6.5,13.0,4,40
"DeVito, Tommy",10197,0,0,1,1,3,3,0,96820,4,3,10,2045,1983-09-04,1,3,2,No,5,2/15/2017,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,3.01,5,7,1/23/2019,0,15,N/A - Still Employed,No request made,3.8,49.1,2,41
"Volk, Colleen",10022,1,1,0,4,5,4,0,49773,19,22,10,2747,1986-06-03,0,1,2,No,5,9/26/2011,2/8/2016,6,Terminated for Cause,3,Kelley Spirea,18.0,Google Search,Exceeds,4.3,5,0,2/1/2015,0,18,Offered a significantly higher salary at a competitor.,No request made,7.2,10.0,0,38
"Roehrich, Bianca",10149,0,0,0,5,3,3,0,120000,29,20,10,2703,2073-05-27,0,3,2,Yes,5,1/5/2015,11/10/2018,0,Voluntarily Terminated,2,Simon Roup,4.0,LinkedIn,Fully Meets,3.88,3,7,2/13/2018,0,12,Decided to return to school full-time for an MBA.,No request made,11.1,31.4,5,40
"Bunbury, Jessica",10188,1,1,0,5,6,3,0,74326,3,2,25,21851,2064-06-01,0,1,0,No,2,8/15/2011,8/2/2014,0,Voluntarily Terminated,4,John Smith,17.0,Google Search,Fully Meets,3.14,5,0,2/10/2013,1,19,Personal reasons related to family relocation.,No request made,2.6,37.5,3,40
"Dietrich, Jenna  ",10304,0,0,0,1,6,1,0,59231,3,2,27,98052,1987-05-14,0,3,2,Yes,5,2/20/2012,11/4/2015,3,Active,4,John Smith,17.0,Website,PIP,2.3,1,0,1/29/2019,2,17,N/A - Still Employed,No request made,0.3,43.7,3,37
"Trzeciak, Cybil",10270,0,0,0,5,5,3,0,74813,20,23,10,1778,1985-03-15,0,3,2,No,5,1/10/2011,7/2/2014,17,Voluntarily Terminated,3,Amy Dunn,11.0,LinkedIn,Fully Meets,4.4,3,0,1/5/2014,0,5,The role evolved into something different than what was described during hiring.,No request made,6.4,37.4,0,39
"Voldemort, Lord",10118,1,1,1,4,3,3,0,113999,8,9,10,1960,1986-08-07,1,1,2,No,2,2/16/2015,2/22/2017,12,Terminated for Cause,2,Simon Roup,4.0,Employee Referral,Fully Meets,4.33,3,7,2/15/2017,0,9,Commute was becoming too taxing on my work-life balance.,No request made,9.6,26.2,5,38
"Simard, Kramer",10178,1,1,1,1,3,3,0,87826,9,6,10,2110,2070-02-08,1,1,2,Yes,5,1/5/2015,11/4/2015,3,Active,2,Simon Roup,4.0,Employee Referral,Fully Meets,3.32,3,7,1/14/2019,0,16,N/A - Still Employed,No request made,7.6,41.1,3,40
"Whittier, Scott",10072,0,0,1,5,5,3,0,58371,19,22,10,2030,1987-05-24,1,3,2,Yes,5,1/10/2011,5/15/2014,7,Voluntarily Terminated,3,Webster Butler,39.0,LinkedIn,Fully Meets,5.0,5,0,5/15/2014,0,11,Found a position that allows for 100% remote work.,No request made,11.8,29.3,0,37
"Robertson, Peter",10224,1,1,1,5,5,3,0,55578,20,23,10,2138,2072-07-03,1,1,2,No,5,7/5/2011,2/8/2012,0,Voluntarily Terminated,3,Kissy Sullivan,20.0,Indeed,Fully Meets,4.2,5,0,1/6/2012,0,13,Felt the growth opportunities were limited in the current department.,No request made,10.3,28.6,0,40
"Hendrickson, Trina",10075,0,0,0,5,5,3,0,68099,20,23,10,2021,2072-08-27,0,3,2,No,5,1/10/2011,6/18/2013,7,Voluntarily Terminated,3,Kelley Spirea,18.0,CareerBuilder,Fully Meets,5.0,3,0,1/30/2013,0,15,Commute was becoming too taxing on my work-life balance.,No request made,9.4,38.4,1,40
"Pelletier, Ermine",10297,1,1,0,5,5,2,0,60270,20,23,10,2472,1989-07-18,0,1,2,No,1,7/5/2011,9/15/2015,17,Voluntarily Terminated,3,Amy Dunn,11.0,CareerBuilder,Needs Improvement,2.4,5,0,2/6/2015,5,2,Seeking a more innovative company culture.,No request made,8.7,38.4,0,35
"Jacobi, Hannah  ",10236,0,2,0,1,5,3,0,45069,19,22,10,1778,2066-03-22,0,0,2,No,5,9/30/2013,11/4/2015,3,Active,3,Kissy Sullivan,20.0,Employee Referral,Fully Meets,4.3,5,0,2/22/2019,0,7,N/A - Still Employed,No request made,13.9,17.7,0,40
"Moran, Patrick",10223,0,0,1,3,5,3,1,72106,20,23,10,2127,1976-12-03,1,3,2,No,2,1/9/2012,11/4/2015,3,Active,3,Kelley Spirea,18.0,Diversity Job Fair,Fully Meets,4.1,4,0,1/31/2019,0,12,N/A - Still Employed,No request made,8.1,35.6,0,48
"Hutter, Rosalie",10214,0,3,0,2,5,3,0,64995,20,23,10,2351,1992-05-07,0,2,2,No,5,6/5/2015,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,Indeed,Fully Meets,4.5,3,0,2/14/2019,0,6,N/A - Still Employed,Looking for a role with more client interaction.,7.2,6.3,1,32
"Fancett, Nicole",10136,0,0,0,1,5,3,0,65902,20,23,10,2324,1987-09-27,0,3,2,No,2,2/17/2014,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,LinkedIn,Fully Meets,4.0,4,0,1/7/2019,0,7,N/A - Still Employed,No request made,4.5,44.3,0,37
"Demita, Carla",10100,0,3,0,5,5,3,0,58275,20,23,10,2343,2051-02-25,0,2,2,No,2,4/4/2011,11/4/2015,11,Voluntarily Terminated,3,Kelley Spirea,18.0,Google Search,Fully Meets,4.62,5,0,5/6/2015,0,1,Commute was becoming too taxing on my work-life balance.,No request made,5.2,17.8,0,40
"Moumanil, Maliki ",10120,0,3,1,1,5,3,0,74417,20,23,10,1460,2074-12-01,1,2,2,No,2,5/13/2013,11/4/2015,3,Active,3,Michael Albert,22.0,LinkedIn,Fully Meets,4.29,5,0,1/28/2019,0,11,N/A - Still Employed,No request made,12.9,37.6,0,40
"Smith, Sade",10157,0,0,0,1,5,3,0,58939,19,22,10,2130,2065-02-02,0,3,2,No,5,11/11/2013,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Employee Referral,Fully Meets,3.73,3,0,1/24/2019,0,16,N/A - Still Employed,Wants to move from Production to Admin for better hours.,7.0,35.8,0,40
"Torrence, Jack",10013,0,3,1,1,6,4,0,64397,3,2,14,58782,2068-01-15,1,2,2,No,5,1/9/2006,11/4/2015,3,Active,4,Lynn Daneault,21.0,Indeed,Exceeds,4.1,3,0,1/4/2019,0,6,N/A - Still Employed,No request made,3.4,30.5,3,40
"Fett, Boba",10309,0,0,1,1,3,1,0,53366,15,18,10,2138,1987-06-18,1,3,2,No,5,3/30/2015,11/4/2015,3,Active,2,Peter Monroe,7.0,LinkedIn,PIP,1.2,3,6,2/4/2019,3,2,N/A - Still Employed,Wants to move from Production to Admin for better hours.,6.4,29.0,2,37
"Ait Sidi, Karthikeyan   ",10084,1,1,1,5,3,3,0,104437,27,30,10,2148,2075-05-05,1,1,2,No,5,3/30/2015,6/16/2016,5,Voluntarily Terminated,2,Simon Roup,4.0,Indeed,Fully Meets,4.96,3,6,2/24/2016,0,17,Commute was becoming too taxing on my work-life balance.,No request made,10.5,33.0,5,40
"Barbara, Thomas",10242,1,1,1,5,5,3,1,47211,19,22,10,2062,2074-02-21,1,1,2,Yes,2,4/2/2012,9/19/2016,17,Voluntarily Terminated,3,Kissy Sullivan,20.0,Diversity Job Fair,Fully Meets,4.2,3,0,5/6/2016,0,15,Felt the growth opportunities were limited in the current department.,No request made,7.3,17.7,0,40
"Kampew, Donysha",10244,0,0,0,5,6,3,0,68999,21,24,20,19444,1989-11-11,0,3,2,No,5,11/7/2011,4/24/2014,8,Voluntarily Terminated,4,Debra Houlihan,15.0,Google Search,Fully Meets,4.5,5,0,3/30/2013,0,2,The workload was consistently exceeding 50 hours a week without recognition.,No request made,14.4,48.7,1,35
"Crimmings,   Jean",10132,0,0,0,2,5,3,0,56149,19,22,10,1821,1987-04-10,0,3,2,No,5,7/6/2016,11/4/2015,3,Active,3,Michael Albert,22.0,LinkedIn,Fully Meets,4.12,5,0,1/28/2019,0,15,N/A - Still Employed,Wants to move from Production to Admin for better hours.,0.5,26.0,1,37
"Bachiochi, Linda",10114,0,0,0,3,5,3,1,47837,19,22,10,1902,2070-02-11,0,3,2,No,2,7/6/2009,11/4/2015,3,Active,3,Brannon Miller,12.0,Diversity Job Fair,Fully Meets,4.46,3,0,1/25/2019,0,4,N/A - Still Employed,No request made,7.8,8.4,0,40
"Sparks, Taylor  ",10302,1,1,0,1,5,1,0,64021,19,22,10,2093,2068-07-20,0,1,2,No,5,2/20/2012,11/4/2015,3,Active,3,Brannon Miller,12.0,Indeed,PIP,2.4,2,1,2/25/2019,6,20,N/A - Still Employed,No request made,14.3,27.8,0,40
"Potts, Xana",10124,1,1,0,1,6,3,0,61844,3,2,9,40220,1988-08-29,0,1,2,No,2,1/9/2012,11/4/2015,3,Active,4,Lynn Daneault,21.0,Website,Fully Meets,4.2,5,0,2/1/2019,0,9,N/A - Still Employed,No request made,4.3,31.7,2,36
"Monkfish, Erasumus",10213,1,1,1,1,5,3,0,58207,20,23,10,1450,1992-08-17,1,1,2,No,5,11/7/2011,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,3.7,3,0,1/8/2019,0,14,N/A - Still Employed,No request made,10.1,31.1,0,32
"Sullivan, Kissy ",10158,1,1,0,1,5,3,0,63682,18,21,10,1776,1978-03-28,0,1,2,No,2,1/8/2009,11/4/2015,3,Active,3,Janet King,2.0,Indeed,Fully Meets,3.73,4,0,1/24/2019,0,12,N/A - Still Employed,No request made,13.4,9.4,0,46
"Singh, Nan ",10039,0,0,0,1,1,3,0,51920,2,1,10,2330,1988-05-19,0,3,2,No,5,5/1/2015,11/4/2015,3,Active,0,Brandon R. LeBlanc,1.0,Website,Fully Meets,5.0,3,5,1/15/2019,0,2,N/A - Still Employed,No request made,7.0,31.8,3,36
"Wolk, Hang  T",10174,0,0,0,1,5,3,0,60446,20,23,10,2302,1985-04-20,0,3,2,No,5,9/29/2014,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,3.4,4,0,2/21/2019,0,14,N/A - Still Employed,No request made,5.2,30.9,0,39
"Mahoney, Lauren  ",10219,0,0,0,1,5,3,0,45395,19,22,10,2189,1986-07-07,0,3,2,No,5,1/6/2014,11/4/2015,3,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,4.6,4,0,2/26/2019,0,14,N/A - Still Employed,No request made,7.6,7.1,0,38
"Newman, Richard ",10063,1,1,1,3,5,3,0,48495,19,22,10,2136,1977-04-08,1,1,2,No,5,5/12/2014,11/4/2015,3,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,5.0,5,0,2/18/2019,0,11,N/A - Still Employed,No request made,1.1,22.9,0,47
"LaRotonda, William  ",10038,0,2,1,1,1,3,0,64520,1,0,10,1460,1984-04-26,1,0,2,No,2,1/6/2014,11/4/2015,3,Active,0,Brandon R. LeBlanc,1.0,Website,Fully Meets,5.0,4,4,1/17/2019,0,3,N/A - Still Employed,No request made,12.2,11.4,1,40
"Lajiri,  Jyoti",10113,1,1,1,3,3,3,0,93206,28,31,10,2169,1986-04-23,1,1,2,No,5,11/10/2014,11/4/2015,3,Active,2,Peter Monroe,7.0,Employee Referral,Fully Meets,4.46,5,6,1/7/2019,0,7,N/A - Still Employed,No request made,1.5,37.6,4,38
"Cross, Noah",10083,0,0,1,1,3,3,0,92329,28,31,4,6278,2065-09-09,1,3,2,No,5,11/10/2014,11/4/2015,3,Active,2,Peter Monroe,7.0,Employee Referral,Fully Meets,5.0,3,4,1/2/2019,0,5,N/A - Still Employed,No request made,0.6,5.0,3,40
"Garcia, Raul",10111,0,0,1,1,5,3,0,52249,19,22,10,1905,1985-09-15,1,3,2,Yes,5,3/30/2015,11/4/2015,3,Active,3,David Stanley,14.0,Employee Referral,Fully Meets,4.5,3,0,2/18/2019,0,5,N/A - Still Employed,No request made,10.3,43.2,0,39
"Rachael, Maggie",10239,1,1,0,1,3,3,0,95920,4,3,10,2110,1980-05-12,0,1,2,No,2,10/2/2016,11/4/2015,3,Active,2,Brian Champaigne,13.0,Indeed,Fully Meets,4.4,4,6,2/6/2019,0,10,N/A - Still Employed,No request made,5.3,21.9,3,44
"Jung, Judy  ",10138,1,1,0,5,5,3,0,61154,19,22,10,2446,1986-04-17,0,1,2,No,2,1/10/2011,4/1/2016,17,Voluntarily Terminated,3,Elijiah Gray,16.0,CareerBuilder,Fully Meets,4.0,4,0,2/3/2016,0,4,Management style didn't align with my personal work ethics.,No request made,7.8,27.6,0,38
"Perry, Shakira",10171,0,0,0,5,5,3,0,45998,19,22,10,2176,1986-07-20,0,3,2,No,5,5/16/2011,10/25/2015,9,Voluntarily Terminated,3,Amy Dunn,11.0,LinkedIn,Fully Meets,3.45,4,0,5/13/2014,0,5,The role evolved into something different than what was described during hiring.,Requested relocation to another state office.,2.4,31.8,0,38
"Medeiros, Jennifer",10068,0,0,0,1,5,3,0,55688,19,22,10,2346,1976-09-22,0,3,2,No,5,3/30/2015,11/4/2015,3,Active,3,Michael Albert,22.0,CareerBuilder,Fully Meets,5.0,4,0,1/21/2019,0,10,N/A - Still Employed,Requested relocation to another state office.,13.2,49.4,1,48
"Gold, Shenice  ",10243,0,0,0,1,5,3,0,53018,19,22,10,2451,1992-06-18,0,3,2,Yes,5,11/11/2013,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Indeed,Fully Meets,4.3,5,0,2/18/2019,0,7,N/A - Still Employed,No request made,1.0,19.8,1,32
"Carthy, B'rigit",10076,0,0,0,1,5,3,0,55315,20,23,10,2149,1987-05-21,0,3,2,No,2,3/30/2015,11/4/2015,3,Active,3,Ketsia Liebig,19.0,LinkedIn,Fully Meets,5.0,5,0,2/7/2019,0,16,N/A - Still Employed,No request made,3.4,40.5,1,37
"Ndzi, Colombui",10215,0,0,1,5,5,3,1,50470,19,22,10,2110,1989-05-02,1,3,2,No,2,9/26/2011,4/4/2014,16,Voluntarily Terminated,3,Webster Butler,39.0,Diversity Job Fair,Fully Meets,4.3,3,0,3/2/2013,0,19,The role evolved into something different than what was described during hiring.,No request made,14.6,13.3,0,35
"Ndzi, Horia",10185,1,1,1,5,5,3,0,46664,19,22,10,2421,1983-03-28,1,1,2,No,5,4/1/2013,5/25/2016,11,Voluntarily Terminated,3,Amy Dunn,11.0,Employee Referral,Fully Meets,3.18,3,0,3/6/2016,0,10,Offered a significantly higher salary at a competitor.,No request made,4.0,24.6,0,41
"Houlihan, Debra",10272,1,1,0,1,6,3,0,180000,11,11,21,2908,2066-03-17,0,1,2,No,5,5/5/2014,11/4/2015,3,Active,4,Janet King,2.0,LinkedIn,Fully Meets,4.5,4,0,1/21/2019,0,19,N/A - Still Employed,No request made,4.6,11.5,3,40
"Peters, Lauren",10032,1,1,0,5,5,4,0,57954,20,23,10,1886,1986-08-17,0,1,2,No,5,5/16/2011,2/4/2013,11,Voluntarily Terminated,3,Ketsia Liebig,19.0,Indeed,Exceeds,4.2,5,0,1/10/2013,0,12,The role evolved into something different than what was described during hiring.,No request made,9.4,45.7,0,38
"Gilles, Alex",10283,1,1,1,5,5,2,1,54933,19,22,10,2062,2074-08-09,1,1,2,No,2,4/2/2012,6/25/2015,10,Voluntarily Terminated,3,Webster Butler,39.0,Diversity Job Fair,Needs Improvement,3.97,4,0,1/20/2015,3,15,Felt the growth opportunities were limited in the current department.,No request made,8.9,2.2,1,40
"Eaton, Marianne",10064,1,1,0,5,5,3,0,60070,19,22,10,2343,1991-09-05,0,1,2,No,5,4/4/2011,6/6/2017,10,Voluntarily Terminated,3,Kissy Sullivan,20.0,Google Search,Fully Meets,5.0,3,0,4/9/2017,0,7,Personal reasons related to family relocation.,No request made,8.3,23.6,0,33
"Dunn, Amy  ",10105,0,0,0,1,5,3,0,75188,18,21,10,1731,2073-11-28,0,3,2,No,5,9/18/2014,11/4/2015,3,Active,3,Janet King,2.0,Google Search,Fully Meets,4.52,4,0,1/15/2019,0,4,N/A - Still Employed,No request made,12.8,9.6,0,40
"Blount, Dianna",10294,0,0,0,1,5,2,0,66441,20,23,10,2171,1990-09-21,0,3,2,No,5,4/4/2011,11/4/2015,3,Active,3,Michael Albert,22.0,CareerBuilder,Needs Improvement,2.0,3,0,2/27/2019,2,3,N/A - Still Employed,No request made,9.6,41.0,0,34
"Fitzpatrick, Michael  J",10093,0,0,1,5,5,3,0,72609,20,23,10,2143,1981-10-01,1,3,2,Yes,5,5/16/2011,6/24/2013,7,Voluntarily Terminated,3,Amy Dunn,11.0,Google Search,Fully Meets,4.76,5,0,4/5/2013,0,20,Offered a significantly higher salary at a competitor.,No request made,2.3,13.7,0,43
"Carr, Claudia  N",10082,0,0,0,2,3,3,0,100031,27,30,10,1886,1986-06-06,0,3,2,No,2,6/30/2016,11/4/2015,3,Active,2,Simon Roup,4.0,LinkedIn,Fully Meets,5.0,5,6,2/18/2019,0,7,N/A - Still Employed,No request made,9.3,34.5,4,38
"Theamstern, Sophia",10141,0,0,0,5,5,3,0,48413,19,22,10,2066,2065-05-09,0,3,2,No,5,7/5/2011,9/5/2016,16,Voluntarily Terminated,3,Amy Dunn,11.0,Indeed,Fully Meets,3.98,4,0,3/2/2016,0,1,Personal reasons related to family relocation.,No request made,11.1,3.0,0,40
"Sewkumar, Nori",10071,0,0,0,3,5,3,0,50923,19,22,10,2191,2075-03-10,0,3,2,No,1,9/30/2013,11/4/2015,3,Active,3,Webster Butler,14.570957095709572,Google Search,Fully Meets,5.0,5,0,2/6/2019,0,14,N/A - Still Employed,No request made,13.6,37.7,1,40
"Johnson, George",10034,1,1,1,5,5,4,0,46837,19,22,10,2445,2059-08-19,1,1,2,No,5,11/7/2011,4/29/2018,11,Voluntarily Terminated,3,Michael Albert,22.0,CareerBuilder,Exceeds,4.7,4,0,2/14/2018,0,9,Management style didn't align with my personal work ethics.,No request made,7.2,24.1,1,40
"Candie, Calvin",10001,0,0,1,1,5,4,0,72640,18,21,10,2169,1983-08-09,1,3,2,No,5,1/28/2016,11/4/2015,3,Active,3,Janet King,2.0,Indeed,Exceeds,5.0,3,0,2/22/2019,0,14,N/A - Still Employed,No request made,6.5,34.2,0,41
"Mancuso, Karen",10073,1,1,0,5,5,3,0,68407,20,23,10,2176,1986-12-10,0,1,2,No,4,7/5/2011,8/19/2012,0,Voluntarily Terminated,3,Amy Dunn,11.0,LinkedIn,Fully Meets,5.0,4,0,7/2/2012,0,16,Commute was becoming too taxing on my work-life balance.,No request made,12.0,13.0,0,38
"Booth, Frank",10199,0,0,1,4,3,3,0,103613,30,12,4,6033,2064-07-30,1,3,2,No,2,2/17/2014,2/19/2016,2,Terminated for Cause,2,Simon Roup,4.0,LinkedIn,Fully Meets,3.5,5,7,1/10/2016,0,2,Management style didn't align with my personal work ethics.,No request made,7.5,28.4,4,40
"Pitt, Brad ",10164,0,0,1,1,5,3,0,47001,19,22,10,2451,1981-11-23,1,3,2,No,5,11/5/2007,11/4/2015,3,Active,3,David Stanley,14.0,Google Search,Fully Meets,3.66,3,0,2/25/2019,0,15,N/A - Still Employed,No request made,14.3,35.0,0,43
"Langton, Enrico",10052,1,1,1,1,5,3,0,46120,19,22,10,2048,1986-12-09,1,1,2,No,5,7/9/2012,11/4/2015,3,Active,3,David Stanley,14.0,LinkedIn,Fully Meets,5.0,5,0,2/4/2019,0,13,N/A - Still Employed,No request made,7.6,42.0,1,38
"Kretschmer, John",10176,1,1,1,1,5,3,0,63973,19,22,10,1801,1980-02-02,1,1,2,No,1,1/10/2011,11/4/2015,3,Active,3,Brannon Miller,12.0,Indeed,Fully Meets,3.38,3,0,1/21/2019,0,17,N/A - Still Employed,No request made,6.7,21.8,0,44
"Osturnka, Adeel",10021,1,1,1,1,5,4,0,47414,19,22,10,2478,1976-12-11,1,1,2,No,5,9/30/2013,11/4/2015,3,Active,3,Kelley Spirea,18.0,LinkedIn,Exceeds,5.0,3,0,2/7/2019,0,13,N/A - Still Employed,No request made,5.8,2.3,0,48
"England, Rex",10235,1,1,1,1,5,3,0,54285,19,22,10,2045,1978-08-25,1,1,2,No,5,3/31/2014,11/4/2015,3,Active,3,Kelley Spirea,18.0,Employee Referral,Fully Meets,4.2,3,0,1/11/2019,0,3,N/A - Still Employed,Requested relocation to another state office.,6.0,11.8,1,46
"Fernandes, Nilson  ",10308,1,1,1,1,5,1,0,64057,19,22,10,2132,1989-10-18,1,1,2,No,5,5/11/2015,11/4/2015,3,Active,3,Amy Dunn,11.0,Indeed,PIP,1.56,5,0,1/3/2019,6,15,N/A - Still Employed,No request made,0.7,17.1,1,35
"Smith, Martin",10286,0,0,1,5,5,2,0,53564,19,22,10,2458,1988-03-17,1,3,2,No,2,1/10/2011,12/28/2017,5,Voluntarily Terminated,3,Webster Butler,39.0,Google Search,Needs Improvement,3.54,5,0,4/6/2017,4,15,Felt the growth opportunities were limited in the current department.,No request made,8.4,46.9,1,36
"Stansfield, Norman",10307,1,1,1,1,6,1,0,58273,3,2,16,89139,2074-05-09,1,1,2,No,5,5/12/2014,11/4/2015,3,Active,4,Lynn Daneault,21.0,Website,PIP,1.81,2,0,1/17/2019,3,5,N/A - Still Employed,No request made,7.4,49.9,1,40
"Dee, Randy",10311,1,1,1,1,6,1,0,56991,19,22,10,2138,1988-04-15,1,1,2,No,5,7/9/2018,11/4/2015,3,Active,3,Brannon Miller,12.0,Indeed,Fully Meets,4.3,4,3,1/31/2019,2,2,N/A - Still Employed,Wants to move from Production to Admin for better hours.,1.4,5.3,0,36
"Athwal, Sam",10062,0,4,1,1,5,3,0,59365,19,22,10,2199,1983-02-18,1,4,2,No,5,9/30/2013,11/4/2015,3,Active,3,Ketsia Liebig,19.0,Employee Referral,Fully Meets,5.0,4,0,2/25/2019,0,19,N/A - Still Employed,Looking for a role with more client interaction.,0.1,45.0,0,41
"Givens, Myriam",10255,0,0,0,1,6,3,0,61555,3,2,8,46204,1989-09-22,0,3,2,No,5,2/16/2015,11/4/2015,3,Active,4,Lynn Daneault,21.0,Indeed,Fully Meets,4.5,5,0,1/25/2019,0,20,N/A - Still Employed,No request made,5.1,18.0,2,35
"Lydon, Allison",10057,1,1,0,3,5,3,0,52057,19,22,10,2122,2075-10-22,0,1,2,No,2,2/16/2015,11/4/2015,3,Active,3,Elijiah Gray,16.0,Website,Fully Meets,5.0,3,0,1/23/2019,0,6,N/A - Still Employed,No request made,14.8,39.2,0,40
